,attack_type
52567,normal
52568,normal
52569,anomaly
52570,normal
52571,normal
52572,anomaly
52573,anomaly
52574,anomaly
52575,normal
52576,normal
52577,normal
52578,anomaly
52579,normal
52580,anomaly
52581,anomaly
52582,normal
52583,normal
52584,normal
52585,normal
52586,normal
52587,anomaly
52588,anomaly
52589,normal
52590,normal
52591,anomaly
52592,normal
52593,normal
52594,anomaly
52595,anomaly
52596,normal
52597,normal
52598,anomaly
52599,normal
52600,normal
52601,normal
52602,normal
52603,normal
52604,normal
52605,normal
52606,normal
52607,anomaly
52608,anomaly
52609,anomaly
52610,anomaly
52611,anomaly
52612,normal
52613,anomaly
52614,normal
52615,normal
52616,normal
52617,anomaly
52618,normal
52619,normal
52620,anomaly
52621,anomaly
52622,anomaly
52623,anomaly
52624,normal
52625,normal
52626,anomaly
52627,anomaly
52628,anomaly
52629,normal
52630,anomaly
52631,anomaly
52632,normal
52633,normal
52634,anomaly
52635,anomaly
52636,normal
52637,anomaly
52638,anomaly
52639,normal
52640,anomaly
52641,anomaly
52642,anomaly
52643,normal
52644,anomaly
52645,anomaly
52646,anomaly
52647,normal
52648,anomaly
52649,anomaly
52650,normal
52651,normal
52652,normal
52653,normal
52654,anomaly
52655,normal
52656,normal
52657,anomaly
52658,normal
52659,normal
52660,normal
52661,anomaly
52662,normal
52663,anomaly
52664,normal
52665,anomaly
52666,normal
52667,normal
52668,normal
52669,normal
52670,normal
52671,anomaly
52672,normal
52673,normal
52674,anomaly
52675,normal
52676,normal
52677,anomaly
52678,normal
52679,normal
52680,anomaly
52681,normal
52682,anomaly
52683,normal
52684,normal
52685,anomaly
52686,anomaly
52687,normal
52688,normal
52689,normal
52690,normal
52691,normal
52692,normal
52693,anomaly
52694,anomaly
52695,normal
52696,normal
52697,anomaly
52698,normal
52699,anomaly
52700,normal
52701,anomaly
52702,normal
52703,anomaly
52704,anomaly
52705,normal
52706,anomaly
52707,normal
52708,normal
52709,anomaly
52710,normal
52711,anomaly
52712,anomaly
52713,normal
52714,normal
52715,normal
52716,normal
52717,normal
52718,normal
52719,normal
52720,normal
52721,normal
52722,anomaly
52723,normal
52724,anomaly
52725,normal
52726,anomaly
52727,normal
52728,anomaly
52729,normal
52730,normal
52731,anomaly
52732,normal
52733,normal
52734,anomaly
52735,normal
52736,anomaly
52737,anomaly
52738,normal
52739,normal
52740,anomaly
52741,normal
52742,normal
52743,anomaly
52744,normal
52745,normal
52746,normal
52747,anomaly
52748,normal
52749,normal
52750,anomaly
52751,anomaly
52752,normal
52753,anomaly
52754,normal
52755,anomaly
52756,anomaly
52757,normal
52758,normal
52759,anomaly
52760,normal
52761,normal
52762,anomaly
52763,normal
52764,normal
52765,anomaly
52766,anomaly
52767,anomaly
52768,anomaly
52769,normal
52770,anomaly
52771,normal
52772,normal
52773,anomaly
52774,normal
52775,normal
52776,normal
52777,normal
52778,anomaly
52779,normal
52780,normal
52781,anomaly
52782,anomaly
52783,anomaly
52784,anomaly
52785,anomaly
52786,normal
52787,normal
52788,anomaly
52789,normal
52790,normal
52791,anomaly
52792,anomaly
52793,normal
52794,anomaly
52795,normal
52796,normal
52797,anomaly
52798,normal
52799,normal
52800,anomaly
52801,normal
52802,normal
52803,normal
52804,normal
52805,anomaly
52806,anomaly
52807,anomaly
52808,anomaly
52809,anomaly
52810,anomaly
52811,normal
52812,normal
52813,normal
52814,anomaly
52815,normal
52816,anomaly
52817,anomaly
52818,normal
52819,anomaly
52820,anomaly
52821,normal
52822,normal
52823,anomaly
52824,normal
52825,normal
52826,normal
52827,normal
52828,normal
52829,normal
52830,anomaly
52831,normal
52832,normal
52833,anomaly
52834,normal
52835,normal
52836,normal
52837,normal
52838,normal
52839,anomaly
52840,normal
52841,normal
52842,anomaly
52843,normal
52844,anomaly
52845,anomaly
52846,anomaly
52847,anomaly
52848,normal
52849,normal
52850,normal
52851,anomaly
52852,anomaly
52853,normal
52854,anomaly
52855,normal
52856,anomaly
52857,normal
52858,anomaly
52859,anomaly
52860,anomaly
52861,normal
52862,anomaly
52863,normal
52864,normal
52865,normal
52866,normal
52867,anomaly
52868,anomaly
52869,anomaly
52870,normal
52871,anomaly
52872,normal
52873,normal
52874,anomaly
52875,normal
52876,normal
52877,normal
52878,anomaly
52879,anomaly
52880,anomaly
52881,normal
52882,normal
52883,normal
52884,normal
52885,anomaly
52886,normal
52887,anomaly
52888,normal
52889,anomaly
52890,normal
52891,anomaly
52892,anomaly
52893,normal
52894,anomaly
52895,normal
52896,anomaly
52897,normal
52898,normal
52899,anomaly
52900,anomaly
52901,normal
52902,anomaly
52903,anomaly
52904,anomaly
52905,anomaly
52906,normal
52907,anomaly
52908,anomaly
52909,normal
52910,anomaly
52911,normal
52912,anomaly
52913,anomaly
52914,normal
52915,normal
52916,normal
52917,normal
52918,normal
52919,anomaly
52920,anomaly
52921,anomaly
52922,anomaly
52923,normal
52924,anomaly
52925,anomaly
52926,normal
52927,anomaly
52928,normal
52929,normal
52930,anomaly
52931,normal
52932,normal
52933,anomaly
52934,normal
52935,normal
52936,anomaly
52937,anomaly
52938,normal
52939,anomaly
52940,anomaly
52941,normal
52942,normal
52943,normal
52944,anomaly
52945,normal
52946,anomaly
52947,normal
52948,normal
52949,normal
52950,anomaly
52951,anomaly
52952,anomaly
52953,normal
52954,normal
52955,normal
52956,anomaly
52957,anomaly
52958,anomaly
52959,normal
52960,anomaly
52961,normal
52962,normal
52963,normal
52964,normal
52965,anomaly
52966,anomaly
52967,normal
52968,normal
52969,normal
52970,anomaly
52971,normal
52972,normal
52973,normal
52974,normal
52975,normal
52976,anomaly
52977,normal
52978,normal
52979,anomaly
52980,anomaly
52981,anomaly
52982,anomaly
52983,anomaly
52984,normal
52985,anomaly
52986,anomaly
52987,normal
52988,anomaly
52989,anomaly
52990,anomaly
52991,anomaly
52992,normal
52993,normal
52994,anomaly
52995,anomaly
52996,normal
52997,normal
52998,normal
52999,normal
53000,anomaly
53001,normal
53002,anomaly
53003,anomaly
53004,anomaly
53005,anomaly
53006,anomaly
53007,anomaly
53008,normal
53009,anomaly
53010,normal
53011,anomaly
53012,normal
53013,anomaly
53014,anomaly
53015,anomaly
53016,normal
53017,normal
53018,normal
53019,anomaly
53020,anomaly
53021,normal
53022,normal
53023,normal
53024,normal
53025,normal
53026,anomaly
53027,anomaly
53028,normal
53029,anomaly
53030,normal
53031,anomaly
53032,normal
53033,anomaly
53034,anomaly
53035,normal
53036,anomaly
53037,anomaly
53038,anomaly
53039,normal
53040,normal
53041,anomaly
53042,normal
53043,normal
53044,anomaly
53045,anomaly
53046,anomaly
53047,anomaly
53048,normal
53049,normal
53050,anomaly
53051,normal
53052,normal
53053,anomaly
53054,anomaly
53055,anomaly
53056,anomaly
53057,normal
53058,anomaly
53059,normal
53060,anomaly
53061,anomaly
53062,normal
53063,normal
53064,normal
53065,normal
53066,normal
53067,normal
53068,normal
53069,anomaly
53070,anomaly
53071,anomaly
53072,normal
53073,anomaly
53074,anomaly
53075,anomaly
53076,normal
53077,normal
53078,anomaly
53079,normal
53080,normal
53081,normal
53082,normal
53083,anomaly
53084,anomaly
53085,normal
53086,normal
53087,anomaly
53088,anomaly
53089,normal
53090,normal
53091,anomaly
53092,normal
53093,normal
53094,normal
53095,anomaly
53096,normal
53097,normal
53098,normal
53099,normal
53100,anomaly
53101,normal
53102,normal
53103,anomaly
53104,anomaly
53105,normal
53106,normal
53107,normal
53108,anomaly
53109,anomaly
53110,normal
53111,normal
53112,anomaly
53113,anomaly
53114,normal
53115,normal
53116,anomaly
53117,anomaly
53118,normal
53119,anomaly
53120,anomaly
53121,normal
53122,normal
53123,normal
53124,anomaly
53125,normal
53126,normal
53127,normal
53128,normal
53129,normal
53130,normal
53131,normal
53132,normal
53133,anomaly
53134,normal
53135,normal
53136,normal
53137,anomaly
53138,anomaly
53139,normal
53140,anomaly
53141,normal
53142,normal
53143,anomaly
53144,anomaly
53145,anomaly
53146,anomaly
53147,anomaly
53148,normal
53149,anomaly
53150,anomaly
53151,anomaly
53152,anomaly
53153,normal
53154,normal
53155,normal
53156,normal
53157,anomaly
53158,anomaly
53159,normal
53160,normal
53161,normal
53162,normal
53163,anomaly
53164,anomaly
53165,anomaly
53166,anomaly
53167,anomaly
53168,normal
53169,normal
53170,anomaly
53171,normal
53172,anomaly
53173,anomaly
53174,normal
53175,normal
53176,anomaly
53177,normal
53178,normal
53179,anomaly
53180,normal
53181,normal
53182,anomaly
53183,normal
53184,anomaly
53185,normal
53186,anomaly
53187,normal
53188,normal
53189,anomaly
53190,anomaly
53191,anomaly
53192,anomaly
53193,normal
53194,normal
53195,anomaly
53196,anomaly
53197,anomaly
53198,anomaly
53199,normal
53200,anomaly
53201,normal
53202,normal
53203,anomaly
53204,normal
53205,anomaly
53206,anomaly
53207,anomaly
53208,normal
53209,normal
53210,normal
53211,normal
53212,normal
53213,normal
53214,anomaly
53215,normal
53216,anomaly
53217,normal
53218,normal
53219,anomaly
53220,normal
53221,normal
53222,anomaly
53223,normal
53224,anomaly
53225,anomaly
53226,anomaly
53227,anomaly
53228,normal
53229,anomaly
53230,anomaly
53231,normal
53232,anomaly
53233,normal
53234,normal
53235,normal
53236,anomaly
53237,anomaly
53238,anomaly
53239,normal
53240,anomaly
53241,normal
53242,normal
53243,anomaly
53244,anomaly
53245,normal
53246,normal
53247,normal
53248,normal
53249,normal
53250,normal
53251,normal
53252,anomaly
53253,anomaly
53254,anomaly
53255,anomaly
53256,normal
53257,normal
53258,anomaly
53259,normal
53260,anomaly
53261,anomaly
53262,normal
53263,normal
53264,normal
53265,normal
53266,normal
53267,normal
53268,normal
53269,normal
53270,anomaly
53271,normal
53272,anomaly
53273,anomaly
53274,normal
53275,anomaly
53276,normal
53277,normal
53278,normal
53279,normal
53280,anomaly
53281,anomaly
53282,normal
53283,anomaly
53284,normal
53285,normal
53286,anomaly
53287,anomaly
53288,anomaly
53289,anomaly
53290,anomaly
53291,normal
53292,anomaly
53293,anomaly
53294,normal
53295,anomaly
53296,normal
53297,normal
53298,normal
53299,anomaly
53300,anomaly
53301,normal
53302,normal
53303,anomaly
53304,anomaly
53305,normal
53306,normal
53307,anomaly
53308,anomaly
53309,normal
53310,anomaly
53311,normal
53312,normal
53313,normal
53314,anomaly
53315,anomaly
53316,normal
53317,anomaly
53318,normal
53319,anomaly
53320,normal
53321,normal
53322,anomaly
53323,anomaly
53324,normal
53325,normal
53326,anomaly
53327,anomaly
53328,normal
53329,normal
53330,normal
53331,anomaly
53332,normal
53333,normal
53334,anomaly
53335,anomaly
53336,normal
53337,normal
53338,normal
53339,anomaly
53340,normal
53341,normal
53342,normal
53343,normal
53344,anomaly
53345,normal
53346,anomaly
53347,anomaly
53348,anomaly
53349,anomaly
53350,normal
53351,anomaly
53352,anomaly
53353,anomaly
53354,normal
53355,normal
53356,anomaly
53357,anomaly
53358,anomaly
53359,normal
53360,anomaly
53361,normal
53362,normal
53363,normal
53364,normal
53365,normal
53366,normal
53367,anomaly
53368,normal
53369,anomaly
53370,normal
53371,anomaly
53372,normal
53373,normal
53374,anomaly
53375,anomaly
53376,normal
53377,anomaly
53378,anomaly
53379,anomaly
53380,normal
53381,normal
53382,normal
53383,anomaly
53384,anomaly
53385,normal
53386,normal
53387,anomaly
53388,anomaly
53389,normal
53390,anomaly
53391,anomaly
53392,anomaly
53393,normal
53394,normal
53395,anomaly
53396,normal
53397,anomaly
53398,anomaly
53399,normal
53400,anomaly
53401,normal
53402,normal
53403,anomaly
53404,anomaly
53405,anomaly
53406,normal
53407,normal
53408,normal
53409,normal
53410,normal
53411,anomaly
53412,normal
53413,anomaly
53414,normal
53415,normal
53416,anomaly
53417,normal
53418,normal
53419,anomaly
53420,normal
53421,normal
53422,anomaly
53423,normal
53424,anomaly
53425,anomaly
53426,normal
53427,anomaly
53428,anomaly
53429,anomaly
53430,anomaly
53431,normal
53432,normal
53433,normal
53434,anomaly
53435,anomaly
53436,normal
53437,normal
53438,anomaly
53439,normal
53440,normal
53441,anomaly
53442,anomaly
53443,normal
53444,normal
53445,normal
53446,anomaly
53447,anomaly
53448,anomaly
53449,normal
53450,anomaly
53451,normal
53452,normal
53453,normal
53454,anomaly
53455,normal
53456,anomaly
53457,normal
53458,anomaly
53459,normal
53460,anomaly
53461,anomaly
53462,normal
53463,normal
53464,anomaly
53465,normal
53466,normal
53467,anomaly
53468,anomaly
53469,normal
53470,normal
53471,anomaly
53472,normal
53473,anomaly
53474,anomaly
53475,anomaly
53476,anomaly
53477,anomaly
53478,anomaly
53479,anomaly
53480,normal
53481,anomaly
53482,anomaly
53483,anomaly
53484,normal
53485,normal
53486,anomaly
53487,normal
53488,normal
53489,normal
53490,anomaly
53491,normal
53492,normal
53493,anomaly
53494,anomaly
53495,normal
53496,anomaly
53497,normal
53498,normal
53499,anomaly
53500,normal
53501,anomaly
53502,anomaly
53503,normal
53504,normal
53505,anomaly
53506,normal
53507,normal
53508,anomaly
53509,anomaly
53510,normal
53511,anomaly
53512,normal
53513,anomaly
53514,normal
53515,anomaly
53516,normal
53517,anomaly
53518,normal
53519,normal
53520,normal
53521,anomaly
53522,anomaly
53523,anomaly
53524,anomaly
53525,normal
53526,anomaly
53527,anomaly
53528,anomaly
53529,anomaly
53530,anomaly
53531,normal
53532,normal
53533,anomaly
53534,anomaly
53535,anomaly
53536,normal
53537,normal
53538,normal
53539,normal
53540,anomaly
53541,anomaly
53542,anomaly
53543,anomaly
53544,anomaly
53545,normal
53546,anomaly
53547,normal
53548,normal
53549,anomaly
53550,normal
53551,anomaly
53552,normal
53553,anomaly
53554,anomaly
53555,normal
53556,anomaly
53557,normal
53558,normal
53559,normal
53560,anomaly
53561,anomaly
53562,anomaly
53563,anomaly
53564,normal
53565,anomaly
53566,anomaly
53567,anomaly
53568,normal
53569,anomaly
53570,normal
53571,anomaly
53572,normal
53573,normal
53574,normal
53575,normal
53576,normal
53577,anomaly
53578,normal
53579,normal
53580,normal
53581,anomaly
53582,anomaly
53583,anomaly
53584,anomaly
53585,normal
53586,anomaly
53587,normal
53588,anomaly
53589,anomaly
53590,normal
53591,normal
53592,normal
53593,normal
53594,normal
53595,normal
53596,normal
53597,normal
53598,normal
53599,normal
53600,anomaly
53601,anomaly
53602,anomaly
53603,anomaly
53604,normal
53605,normal
53606,normal
53607,normal
53608,normal
53609,normal
53610,anomaly
53611,normal
53612,normal
53613,normal
53614,anomaly
53615,normal
53616,anomaly
53617,anomaly
53618,normal
53619,normal
53620,anomaly
53621,anomaly
53622,normal
53623,anomaly
53624,anomaly
53625,anomaly
53626,normal
53627,normal
53628,anomaly
53629,normal
53630,anomaly
53631,normal
53632,normal
53633,anomaly
53634,normal
53635,normal
53636,normal
53637,anomaly
53638,normal
53639,normal
53640,anomaly
53641,normal
53642,anomaly
53643,normal
53644,normal
53645,normal
53646,normal
53647,anomaly
53648,anomaly
53649,anomaly
53650,normal
53651,normal
53652,normal
53653,anomaly
53654,anomaly
53655,normal
53656,anomaly
53657,normal
53658,normal
53659,anomaly
53660,anomaly
53661,anomaly
53662,normal
53663,anomaly
53664,normal
53665,anomaly
53666,normal
53667,anomaly
53668,anomaly
53669,anomaly
53670,anomaly
53671,anomaly
53672,normal
53673,anomaly
53674,anomaly
53675,normal
53676,anomaly
53677,anomaly
53678,anomaly
53679,normal
53680,normal
53681,normal
53682,normal
53683,normal
53684,anomaly
53685,normal
53686,anomaly
53687,normal
53688,normal
53689,anomaly
53690,anomaly
53691,anomaly
53692,normal
53693,normal
53694,normal
53695,normal
53696,normal
53697,anomaly
53698,normal
53699,normal
53700,normal
53701,normal
53702,anomaly
53703,anomaly
53704,normal
53705,normal
53706,anomaly
53707,anomaly
53708,normal
53709,normal
53710,normal
53711,anomaly
53712,anomaly
53713,anomaly
53714,normal
53715,anomaly
53716,anomaly
53717,normal
53718,anomaly
53719,anomaly
53720,normal
53721,normal
53722,anomaly
53723,anomaly
53724,anomaly
53725,normal
53726,anomaly
53727,anomaly
53728,anomaly
53729,normal
53730,normal
53731,normal
53732,normal
53733,normal
53734,normal
53735,anomaly
53736,anomaly
53737,anomaly
53738,normal
53739,normal
53740,normal
53741,anomaly
53742,normal
53743,normal
53744,normal
53745,normal
53746,normal
53747,normal
53748,anomaly
53749,normal
53750,anomaly
53751,normal
53752,anomaly
53753,normal
53754,anomaly
53755,normal
53756,anomaly
53757,anomaly
53758,normal
53759,normal
53760,anomaly
53761,anomaly
53762,anomaly
53763,anomaly
53764,anomaly
53765,anomaly
53766,normal
53767,normal
53768,normal
53769,anomaly
53770,normal
53771,anomaly
53772,normal
53773,anomaly
53774,normal
53775,anomaly
53776,anomaly
53777,anomaly
53778,normal
53779,normal
53780,normal
53781,normal
53782,anomaly
53783,anomaly
53784,anomaly
53785,normal
53786,anomaly
53787,anomaly
53788,normal
53789,anomaly
53790,anomaly
53791,normal
53792,anomaly
53793,normal
53794,anomaly
53795,normal
53796,normal
53797,normal
53798,normal
53799,anomaly
53800,normal
53801,anomaly
53802,anomaly
53803,anomaly
53804,anomaly
53805,normal
53806,anomaly
53807,anomaly
53808,normal
53809,normal
53810,normal
53811,normal
53812,normal
53813,normal
53814,anomaly
53815,normal
53816,anomaly
53817,normal
53818,anomaly
53819,anomaly
53820,normal
53821,anomaly
53822,anomaly
53823,normal
53824,anomaly
53825,normal
53826,normal
53827,anomaly
53828,normal
53829,normal
53830,anomaly
53831,normal
53832,normal
53833,normal
53834,normal
53835,normal
53836,normal
53837,normal
53838,normal
53839,normal
53840,anomaly
53841,normal
53842,anomaly
53843,normal
53844,anomaly
53845,normal
53846,anomaly
53847,anomaly
53848,anomaly
53849,normal
53850,normal
53851,normal
53852,normal
53853,anomaly
53854,normal
53855,anomaly
53856,anomaly
53857,normal
53858,anomaly
53859,normal
53860,normal
53861,anomaly
53862,normal
53863,anomaly
53864,anomaly
53865,anomaly
53866,anomaly
53867,anomaly
53868,anomaly
53869,normal
53870,anomaly
53871,anomaly
53872,normal
53873,normal
53874,normal
53875,normal
53876,normal
53877,anomaly
53878,normal
53879,normal
53880,anomaly
53881,anomaly
53882,normal
53883,anomaly
53884,normal
53885,normal
53886,normal
53887,anomaly
53888,anomaly
53889,normal
53890,anomaly
53891,anomaly
53892,normal
53893,anomaly
53894,normal
53895,normal
53896,normal
53897,normal
53898,normal
53899,anomaly
53900,normal
53901,normal
53902,anomaly
53903,normal
53904,anomaly
53905,normal
53906,normal
53907,anomaly
53908,anomaly
53909,normal
53910,anomaly
53911,normal
53912,anomaly
53913,normal
53914,normal
53915,normal
53916,anomaly
53917,normal
53918,anomaly
53919,anomaly
53920,normal
53921,anomaly
53922,normal
53923,anomaly
53924,normal
53925,anomaly
53926,normal
53927,anomaly
53928,normal
53929,normal
53930,anomaly
53931,normal
53932,normal
53933,normal
53934,normal
53935,normal
53936,anomaly
53937,normal
53938,normal
53939,normal
53940,anomaly
53941,normal
53942,anomaly
53943,normal
53944,normal
53945,anomaly
53946,normal
53947,anomaly
53948,normal
53949,anomaly
53950,anomaly
53951,anomaly
53952,normal
53953,normal
53954,anomaly
53955,anomaly
53956,normal
53957,normal
53958,anomaly
53959,normal
53960,normal
53961,anomaly
53962,normal
53963,normal
53964,normal
53965,normal
53966,normal
53967,anomaly
53968,normal
53969,normal
53970,normal
53971,anomaly
53972,normal
53973,anomaly
53974,normal
53975,normal
53976,normal
53977,normal
53978,anomaly
53979,normal
53980,normal
53981,normal
53982,anomaly
53983,normal
53984,anomaly
53985,normal
53986,anomaly
53987,anomaly
53988,normal
53989,normal
53990,anomaly
53991,normal
53992,normal
53993,normal
53994,anomaly
53995,normal
53996,normal
53997,anomaly
53998,anomaly
53999,anomaly
54000,normal
54001,anomaly
54002,normal
54003,normal
54004,normal
54005,normal
54006,anomaly
54007,anomaly
54008,anomaly
54009,normal
54010,anomaly
54011,normal
54012,normal
54013,normal
54014,normal
54015,anomaly
54016,anomaly
54017,normal
54018,normal
54019,anomaly
54020,anomaly
54021,anomaly
54022,normal
54023,anomaly
54024,normal
54025,normal
54026,normal
54027,anomaly
54028,anomaly
54029,anomaly
54030,normal
54031,anomaly
54032,normal
54033,normal
54034,anomaly
54035,anomaly
54036,normal
54037,normal
54038,normal
54039,normal
54040,normal
54041,anomaly
54042,anomaly
54043,normal
54044,normal
54045,normal
54046,anomaly
54047,anomaly
54048,anomaly
54049,anomaly
54050,anomaly
54051,anomaly
54052,anomaly
54053,anomaly
54054,normal
54055,normal
54056,anomaly
54057,normal
54058,normal
54059,normal
54060,anomaly
54061,normal
54062,normal
54063,normal
54064,normal
54065,anomaly
54066,normal
54067,normal
54068,anomaly
54069,anomaly
54070,anomaly
54071,anomaly
54072,normal
54073,anomaly
54074,anomaly
54075,anomaly
54076,normal
54077,normal
54078,anomaly
54079,anomaly
54080,anomaly
54081,normal
54082,normal
54083,normal
54084,anomaly
54085,anomaly
54086,anomaly
54087,anomaly
54088,normal
54089,anomaly
54090,anomaly
54091,normal
54092,normal
54093,normal
54094,anomaly
54095,anomaly
54096,normal
54097,normal
54098,normal
54099,normal
54100,normal
54101,normal
54102,normal
54103,anomaly
54104,normal
54105,anomaly
54106,anomaly
54107,anomaly
54108,anomaly
54109,anomaly
54110,normal
54111,anomaly
54112,anomaly
54113,normal
54114,anomaly
54115,normal
54116,normal
54117,normal
54118,anomaly
54119,normal
54120,anomaly
54121,normal
54122,normal
54123,normal
54124,anomaly
54125,normal
54126,normal
54127,normal
54128,anomaly
54129,anomaly
54130,anomaly
54131,anomaly
54132,anomaly
54133,normal
54134,normal
54135,normal
54136,anomaly
54137,anomaly
54138,anomaly
54139,normal
54140,anomaly
54141,normal
54142,anomaly
54143,normal
54144,anomaly
54145,normal
54146,anomaly
54147,anomaly
54148,normal
54149,anomaly
54150,normal
54151,anomaly
54152,anomaly
54153,normal
54154,normal
54155,normal
54156,anomaly
54157,anomaly
54158,normal
54159,normal
54160,anomaly
54161,normal
54162,normal
54163,normal
54164,anomaly
54165,normal
54166,anomaly
54167,anomaly
54168,normal
54169,normal
54170,anomaly
54171,anomaly
54172,anomaly
54173,anomaly
54174,normal
54175,anomaly
54176,normal
54177,anomaly
54178,normal
54179,anomaly
54180,normal
54181,anomaly
54182,normal
54183,anomaly
54184,normal
54185,anomaly
54186,normal
54187,anomaly
54188,normal
54189,anomaly
54190,anomaly
54191,normal
54192,anomaly
54193,normal
54194,normal
54195,normal
54196,normal
54197,anomaly
54198,anomaly
54199,anomaly
54200,anomaly
54201,normal
54202,anomaly
54203,anomaly
54204,anomaly
54205,normal
54206,normal
54207,normal
54208,anomaly
54209,anomaly
54210,normal
54211,anomaly
54212,anomaly
54213,normal
54214,normal
54215,normal
54216,anomaly
54217,anomaly
54218,anomaly
54219,normal
54220,normal
54221,normal
54222,normal
54223,normal
54224,normal
54225,normal
54226,anomaly
54227,anomaly
54228,anomaly
54229,anomaly
54230,anomaly
54231,normal
54232,normal
54233,normal
54234,normal
54235,normal
54236,normal
54237,anomaly
54238,normal
54239,anomaly
54240,normal
54241,anomaly
54242,anomaly
54243,anomaly
54244,normal
54245,anomaly
54246,normal
54247,normal
54248,normal
54249,normal
54250,normal
54251,normal
54252,normal
54253,normal
54254,anomaly
54255,anomaly
54256,anomaly
54257,normal
54258,anomaly
54259,anomaly
54260,anomaly
54261,anomaly
54262,normal
54263,normal
54264,anomaly
54265,normal
54266,anomaly
54267,anomaly
54268,normal
54269,normal
54270,normal
54271,anomaly
54272,anomaly
54273,normal
54274,anomaly
54275,normal
54276,anomaly
54277,normal
54278,normal
54279,normal
54280,anomaly
54281,normal
54282,anomaly
54283,normal
54284,normal
54285,anomaly
54286,normal
54287,anomaly
54288,anomaly
54289,anomaly
54290,normal
54291,normal
54292,normal
54293,anomaly
54294,anomaly
54295,normal
54296,anomaly
54297,normal
54298,normal
54299,anomaly
54300,normal
54301,normal
54302,normal
54303,anomaly
54304,normal
54305,anomaly
54306,anomaly
54307,normal
54308,anomaly
54309,anomaly
54310,anomaly
54311,anomaly
54312,normal
54313,anomaly
54314,anomaly
54315,anomaly
54316,anomaly
54317,anomaly
54318,anomaly
54319,normal
54320,normal
54321,normal
54322,anomaly
54323,anomaly
54324,anomaly
54325,anomaly
54326,normal
54327,normal
54328,normal
54329,anomaly
54330,normal
54331,anomaly
54332,normal
54333,anomaly
54334,anomaly
54335,anomaly
54336,anomaly
54337,normal
54338,normal
54339,normal
54340,normal
54341,anomaly
54342,normal
54343,anomaly
54344,anomaly
54345,anomaly
54346,normal
54347,anomaly
54348,anomaly
54349,normal
54350,anomaly
54351,normal
54352,anomaly
54353,normal
54354,normal
54355,normal
54356,normal
54357,normal
54358,normal
54359,anomaly
54360,normal
54361,normal
54362,anomaly
54363,normal
54364,normal
54365,normal
54366,normal
54367,normal
54368,anomaly
54369,anomaly
54370,anomaly
54371,normal
54372,anomaly
54373,normal
54374,normal
54375,normal
54376,normal
54377,anomaly
54378,normal
54379,anomaly
54380,anomaly
54381,anomaly
54382,normal
54383,normal
54384,anomaly
54385,normal
54386,normal
54387,normal
54388,normal
54389,normal
54390,anomaly
54391,anomaly
54392,anomaly
54393,normal
54394,normal
54395,anomaly
54396,normal
54397,anomaly
54398,normal
54399,normal
54400,anomaly
54401,anomaly
54402,normal
54403,normal
54404,normal
54405,normal
54406,normal
54407,anomaly
54408,normal
54409,anomaly
54410,anomaly
54411,normal
54412,normal
54413,anomaly
54414,anomaly
54415,normal
54416,normal
54417,normal
54418,normal
54419,normal
54420,anomaly
54421,anomaly
54422,anomaly
54423,normal
54424,normal
54425,anomaly
54426,normal
54427,anomaly
54428,anomaly
54429,anomaly
54430,normal
54431,normal
54432,normal
54433,normal
54434,normal
54435,anomaly
54436,normal
54437,anomaly
54438,normal
54439,anomaly
54440,anomaly
54441,anomaly
54442,normal
54443,normal
54444,normal
54445,normal
54446,anomaly
54447,normal
54448,anomaly
54449,anomaly
54450,normal
54451,anomaly
54452,normal
54453,anomaly
54454,normal
54455,normal
54456,anomaly
54457,normal
54458,anomaly
54459,anomaly
54460,anomaly
54461,normal
54462,normal
54463,anomaly
54464,anomaly
54465,normal
54466,anomaly
54467,anomaly
54468,normal
54469,anomaly
54470,normal
54471,normal
54472,normal
54473,anomaly
54474,normal
54475,normal
54476,normal
54477,anomaly
54478,normal
54479,anomaly
54480,normal
54481,anomaly
54482,normal
54483,normal
54484,anomaly
54485,normal
54486,normal
54487,anomaly
54488,anomaly
54489,normal
54490,normal
54491,normal
54492,anomaly
54493,normal
54494,normal
54495,anomaly
54496,anomaly
54497,normal
54498,normal
54499,normal
54500,anomaly
54501,anomaly
54502,normal
54503,normal
54504,normal
54505,normal
54506,anomaly
54507,normal
54508,anomaly
54509,normal
54510,normal
54511,normal
54512,normal
54513,normal
54514,normal
54515,normal
54516,anomaly
54517,normal
54518,normal
54519,normal
54520,normal
54521,normal
54522,normal
54523,anomaly
54524,anomaly
54525,anomaly
54526,anomaly
54527,normal
54528,normal
54529,normal
54530,normal
54531,normal
54532,normal
54533,anomaly
54534,normal
54535,normal
54536,anomaly
54537,normal
54538,normal
54539,normal
54540,anomaly
54541,anomaly
54542,anomaly
54543,anomaly
54544,anomaly
54545,anomaly
54546,normal
54547,normal
54548,normal
54549,normal
54550,normal
54551,normal
54552,normal
54553,anomaly
54554,normal
54555,normal
54556,normal
54557,anomaly
54558,normal
54559,anomaly
54560,anomaly
54561,normal
54562,normal
54563,normal
54564,anomaly
54565,normal
54566,normal
54567,anomaly
54568,normal
54569,normal
54570,anomaly
54571,anomaly
54572,anomaly
54573,normal
54574,anomaly
54575,anomaly
54576,normal
54577,normal
54578,anomaly
54579,normal
54580,anomaly
54581,normal
54582,anomaly
54583,anomaly
54584,anomaly
54585,normal
54586,anomaly
54587,normal
54588,normal
54589,normal
