,duration,src_bytes,dst_bytes,count,srv_count,protocol_type,attack_type
82604,0,0,0,126,20,tcp,neptune
82605,0,329,1541,1,4,tcp,normal
82606,0,214,1705,19,21,tcp,normal
82607,0,2941,329,1,1,tcp,normal
82608,0,0,0,299,25,tcp,neptune
82609,0,204,1395,9,9,tcp,normal
82610,0,0,0,97,5,tcp,neptune
82611,0,0,0,80,24,tcp,neptune
82612,0,254,535,7,18,tcp,normal
82613,0,0,0,220,7,tcp,neptune
82614,13,118,7178,1,1,tcp,normal
82615,0,1778,478,1,2,tcp,normal
82616,12,7045,0,2,2,tcp,warezclient
82617,0,241,11683,4,4,tcp,normal
82618,0,0,0,1,1,tcp,portsweep
82619,0,0,0,122,1,tcp,satan
82620,0,0,0,246,1,tcp,neptune
82621,0,7,174,1,1,tcp,normal
82622,0,157,1374,1,1,tcp,normal
82623,0,262,21250,1,2,tcp,normal
82624,0,274,1201,18,18,tcp,normal
82625,0,214,347,27,27,tcp,normal
82626,1,1438,325,1,2,tcp,normal
82627,0,0,0,160,15,tcp,neptune
82628,3,766,338,1,1,tcp,normal
82629,0,44,131,71,151,udp,normal
82630,0,0,0,102,1,tcp,neptune
82631,0,0,0,150,7,tcp,neptune
82632,0,0,0,130,4,tcp,neptune
82633,0,0,0,230,17,tcp,neptune
82634,0,0,0,1,1,tcp,normal
82635,0,0,0,287,4,tcp,neptune
82636,0,22,0,2,2,tcp,normal
82637,0,0,0,53,13,tcp,neptune
82638,0,28,0,9,9,udp,teardrop
82639,0,0,0,272,3,tcp,neptune
82640,0,12,0,1,1,tcp,normal
82641,0,193,2148,6,6,tcp,normal
82642,0,44,127,28,106,udp,normal
82643,0,0,0,261,22,tcp,neptune
82644,0,0,0,1,2,tcp,normal
82645,22236,1,0,2,2,tcp,portsweep
82646,0,248,397,13,21,tcp,normal
82647,23,231,770,1,1,tcp,normal
82648,0,0,0,279,18,tcp,neptune
82649,0,44,131,157,157,udp,normal
82650,0,8,0,1,36,icmp,ipsweep
82651,0,192,0,2,2,tcp,normal
82652,0,0,0,262,17,tcp,neptune
82653,0,0,0,125,2,tcp,neptune
82654,0,8,0,1,8,icmp,ipsweep
82655,24,324,1069,1,1,tcp,normal
82656,0,1,0,17,3,udp,satan
82657,0,0,0,1,1,tcp,portsweep
82658,0,1470,0,16,16,tcp,normal
82659,0,218,361,29,36,tcp,normal
82660,0,0,0,1,2,tcp,normal
82661,0,0,0,127,18,tcp,neptune
82662,0,8,0,1,44,icmp,nmap
82663,0,290,2782,11,13,tcp,normal
82664,0,0,0,436,1,tcp,satan
82665,0,315,2731,4,4,tcp,normal
82666,0,267,2544,4,5,tcp,normal
82667,0,1214,0,10,10,tcp,normal
82668,0,214,811,27,27,tcp,normal
82669,3,923,327,1,2,tcp,normal
82670,0,303,216,7,8,tcp,normal
82671,0,0,0,1,2,tcp,normal
82672,3374,147,105,1,1,udp,normal
82673,0,0,0,128,20,tcp,neptune
82674,0,225,431,5,5,tcp,normal
82675,0,184,3376,13,36,tcp,normal
82676,0,0,0,23,3,tcp,neptune
82677,0,307,3731,5,5,tcp,normal
82678,0,245,0,2,2,tcp,normal
82679,0,0,0,130,11,tcp,neptune
82680,0,0,0,114,16,tcp,neptune
82681,0,0,0,243,8,tcp,neptune
82682,0,0,0,138,9,tcp,neptune
82683,0,310,3222,7,7,tcp,normal
82684,23,249,774,1,1,tcp,normal
82685,0,0,0,201,1,tcp,neptune
82686,0,230,693,8,8,tcp,normal
82687,0,10389,0,6,6,tcp,normal
82688,0,0,0,175,18,tcp,neptune
82689,37520,1,0,2,2,tcp,portsweep
82690,0,0,0,283,13,tcp,neptune
82691,0,0,0,273,18,tcp,neptune
82692,2,0,4,1,1,tcp,normal
82693,0,0,0,235,1,tcp,neptune
82694,0,0,0,211,17,tcp,neptune
82695,0,282,603,3,3,tcp,normal
82696,0,265,2659,4,6,tcp,normal
82697,0,0,0,202,19,tcp,neptune
82698,0,203,277,14,22,tcp,normal
82699,0,206,175,47,48,tcp,normal
82700,0,124,241,1,1,tcp,normal
82701,27,1221,3380,1,1,tcp,normal
82702,0,364,2102,8,8,tcp,normal
82703,0,43,129,265,264,udp,normal
82704,0,43,133,207,207,udp,normal
82705,0,3676,0,9,9,tcp,normal
82706,0,240,2043,9,9,tcp,normal
82707,0,244,837,4,4,tcp,normal
82708,0,0,0,200,15,tcp,neptune
82709,25,237,766,1,1,tcp,normal
82710,0,345,1613,17,17,tcp,normal
82711,0,246,3102,7,28,tcp,normal
82712,0,45,111,5,5,udp,normal
82713,0,30,0,2,2,icmp,normal
82714,41,550,327,1,1,tcp,normal
82715,0,0,0,123,20,tcp,neptune
82716,0,203,0,1,1,tcp,normal
82717,0,105,146,5,2,udp,normal
82718,0,28,0,46,46,udp,teardrop
82719,0,383,0,2,3,tcp,normal
82720,0,217,14934,3,3,tcp,normal
82721,0,181,8998,1,3,tcp,normal
82722,4,10,35,1,1,tcp,normal
82723,0,0,0,224,18,tcp,neptune
82724,0,0,0,1,1,tcp,normal
82725,0,0,0,223,13,tcp,neptune
82726,0,0,0,161,17,tcp,neptune
82727,0,147,0,5,1,udp,normal
82728,0,269,11460,6,6,tcp,normal
82729,0,1180,332,1,1,tcp,normal
82730,0,297,1044,4,4,tcp,normal
82731,0,0,0,25,5,tcp,neptune
82732,0,1406,328,1,2,tcp,normal
82733,0,0,0,1,1,tcp,normal
82734,0,0,0,18,9,tcp,neptune
82735,0,0,0,235,6,tcp,neptune
82736,0,0,0,293,15,tcp,neptune
82737,0,237,1434,6,6,tcp,normal
82738,0,0,0,1,1,tcp,normal
82739,0,237,617,4,4,tcp,normal
82740,0,45,45,60,59,udp,normal
82741,27,705,2077,1,1,tcp,normal
82742,0,44,79,2,2,udp,normal
82743,0,0,0,36,17,tcp,neptune
82744,0,209,8419,6,6,tcp,normal
82745,0,0,0,216,16,tcp,neptune
82746,0,186,4841,3,12,tcp,normal
82747,0,0,0,283,14,tcp,neptune
82748,0,323,4771,4,4,tcp,normal
82749,0,0,0,134,17,tcp,neptune
82750,0,0,0,139,6,tcp,neptune
82751,0,221,313,21,21,tcp,normal
82752,0,1378,387,1,1,tcp,normal
82753,0,0,0,120,19,tcp,neptune
82754,0,0,0,511,1,tcp,nmap
82755,0,54540,8314,2,2,tcp,back
82756,0,216,9523,6,37,tcp,normal
82757,0,44,113,160,159,udp,normal
82758,0,768,384,1,3,tcp,normal
82759,0,347,654,29,50,tcp,normal
82760,0,249,182,6,6,tcp,normal
82761,0,312,3750,1,1,tcp,normal
82762,0,322,4233,3,3,tcp,normal
82763,0,222,1840,3,7,tcp,normal
82764,0,228,313,8,8,tcp,normal
82765,0,0,0,2,3,tcp,normal
82766,0,292,13209,19,21,tcp,normal
82767,18,2883,325,1,2,tcp,normal
82768,0,0,0,134,8,tcp,neptune
82769,0,0,0,5,3,tcp,neptune
82770,0,324,366,6,7,tcp,normal
82771,0,45,138,78,158,udp,normal
82772,0,186,520,14,14,tcp,normal
82773,0,1237,335,1,1,tcp,normal
82774,49,187,7751,1,1,tcp,normal
82775,0,1,0,41,6,udp,satan
82776,0,43,43,165,164,udp,normal
82777,0,0,0,299,20,tcp,neptune
82778,0,317,596,10,10,tcp,normal
82779,0,321,2431,19,22,tcp,normal
82780,0,0,0,174,15,tcp,neptune
82781,0,28,0,23,23,udp,teardrop
82782,0,43,74,126,125,udp,normal
82783,0,748,0,1,1,tcp,normal
82784,0,206,313,27,49,tcp,normal
82785,10551,270,8081,1,1,tcp,normal
82786,0,0,0,197,8,tcp,neptune
82787,37,1520,4152,1,1,tcp,normal
82788,0,44,71,274,274,udp,normal
82789,0,0,0,262,18,tcp,neptune
82790,0,0,0,162,12,tcp,neptune
82791,0,0,0,223,12,tcp,neptune
82792,0,0,0,233,17,tcp,neptune
82793,0,308,1307,8,8,tcp,normal
82794,0,0,0,148,24,tcp,neptune
82795,0,289,1075,24,24,tcp,normal
82796,0,330,772,6,8,tcp,normal
82797,5047,5133876,0,1,1,tcp,warezclient
82798,0,0,0,1,1,tcp,ipsweep
82799,0,1480,0,2,4,icmp,pod
82800,0,0,0,140,20,tcp,neptune
82801,0,1087,326,1,2,tcp,normal
82802,41782,1,0,2,2,tcp,portsweep
82803,0,7162,0,2,2,tcp,normal
82804,0,1032,0,3,3,icmp,smurf
82805,0,217,492,27,60,tcp,normal
82806,0,221,1600,12,37,tcp,normal
82807,0,0,0,230,7,tcp,neptune
82808,0,105,0,1,1,udp,normal
82809,0,0,0,290,15,tcp,neptune
82810,0,214,8160,4,9,tcp,normal
82811,0,46,133,74,154,udp,normal
82812,0,277,3097,7,7,tcp,normal
82813,0,160,447,2,2,tcp,normal
82814,0,42,42,3,9,udp,normal
82815,0,0,0,123,8,tcp,neptune
82816,0,8,0,1,49,icmp,ipsweep
82817,0,520,0,312,312,icmp,smurf
82818,0,42,42,5,8,udp,normal
82819,2,2194619,0,2,2,tcp,normal
82820,0,230,843,20,21,tcp,normal
82821,0,0,0,121,1,tcp,neptune
82822,0,383,0,2,2,tcp,normal
82823,0,0,0,1,1,tcp,ipsweep
82824,0,0,0,299,13,tcp,neptune
82825,0,1480,0,19,19,icmp,pod
82826,0,224,2302,7,21,tcp,normal
82827,0,315,283,18,18,tcp,normal
82828,2,708,332,1,4,tcp,normal
82829,0,308,1380,5,5,tcp,normal
82830,0,0,0,293,14,tcp,neptune
82831,0,0,0,250,7,tcp,neptune
82832,0,327,434,25,30,tcp,normal
82833,0,0,0,289,16,tcp,neptune
82834,0,187,6731,2,2,tcp,normal
82835,0,257,4474,12,12,tcp,normal
82836,0,0,0,280,17,tcp,neptune
82837,0,0,0,231,3,tcp,neptune
82838,0,0,0,226,11,tcp,neptune
82839,0,0,0,247,1,tcp,neptune
82840,0,0,0,299,20,tcp,neptune
82841,0,221,392,5,11,tcp,normal
82842,0,299,269,29,46,tcp,normal
82843,0,221,965,10,10,tcp,normal
82844,0,0,0,297,14,tcp,neptune
82845,0,303,748,8,10,tcp,normal
82846,0,225,9284,17,17,tcp,normal
82847,0,0,0,109,9,tcp,neptune
82848,0,237,1484,1,1,tcp,normal
82849,0,45,73,19,19,udp,normal
82850,0,0,0,240,19,tcp,neptune
82851,0,192,0,2,2,tcp,normal
82852,0,12,0,1,1,tcp,normal
82853,0,374,0,5,5,tcp,normal
82854,0,0,0,49,16,tcp,neptune
82855,0,1343,281,1,2,tcp,normal
82856,0,0,0,133,17,tcp,neptune
82857,0,0,0,257,9,tcp,neptune
82858,1,0,0,192,2,tcp,portsweep
82859,0,45,131,72,150,udp,normal
82860,0,8,0,1,46,icmp,ipsweep
82861,0,303,2507,2,2,tcp,normal
82862,0,0,0,237,10,tcp,neptune
82863,0,0,0,235,3,tcp,neptune
82864,0,0,0,263,17,tcp,neptune
82865,0,43,80,269,269,udp,normal
82866,0,190,56,2,4,tcp,normal
82867,0,0,0,299,20,tcp,neptune
82868,0,0,0,3,10,tcp,normal
82869,9,44,112,234,235,udp,normal
82870,0,0,0,75,11,tcp,neptune
82871,0,0,0,201,18,tcp,neptune
82872,0,1616,334,1,1,tcp,normal
82873,0,0,0,33,18,tcp,neptune
82874,0,95,35,2,4,udp,normal
82875,0,0,0,46,12,tcp,neptune
82876,0,33,0,1,2,udp,normal
82877,0,146,0,3,1,udp,normal
82878,0,331,7104,6,7,tcp,normal
82879,0,302,2507,3,3,tcp,normal
82880,0,0,1422,26,26,tcp,normal
82881,0,45,45,138,218,udp,normal
82882,0,203,335,11,11,tcp,normal
82883,0,965,0,21,21,tcp,normal
82884,0,0,0,251,19,tcp,neptune
82885,0,319,1598,10,10,tcp,normal
82886,0,0,0,128,4,tcp,neptune
82887,0,0,0,121,12,tcp,neptune
82888,0,0,0,78,19,tcp,neptune
82889,0,0,0,215,11,tcp,neptune
82890,0,0,0,240,20,tcp,neptune
82891,0,242,505,4,10,tcp,normal
82892,0,54540,8314,4,4,tcp,back
82893,1,0,0,76,2,tcp,portsweep
82894,0,0,0,123,15,tcp,neptune
82895,0,330,3841,27,30,tcp,normal
82896,0,0,0,2,1,tcp,portsweep
82897,0,0,0,216,7,tcp,neptune
82898,0,0,0,1,1,tcp,normal
82899,0,182,0,2,1,icmp,normal
82900,0,170,1267,1,1,tcp,normal
82901,0,335,7902,1,1,tcp,normal
82902,0,0,0,14,16,tcp,neptune
82903,11206,119,4950,1,1,tcp,normal
82904,0,0,0,233,4,tcp,neptune
82905,0,0,0,150,14,tcp,neptune
82906,2,0,4,1,1,tcp,normal
82907,0,0,0,197,6,tcp,neptune
82908,0,0,0,1,1,tcp,portsweep
82909,0,241,331,22,22,tcp,normal
82910,0,198,289,10,41,tcp,normal
82911,0,336,1248,5,9,tcp,normal
82912,0,328,301,3,3,tcp,normal
82913,0,0,0,1,1,tcp,normal
82914,0,0,0,284,15,tcp,neptune
82915,0,1375,336,1,1,tcp,normal
82916,0,0,0,131,5,tcp,neptune
82917,0,158,2645,2,2,tcp,normal
82918,0,54540,8314,5,4,tcp,back
82919,0,236,11803,2,2,tcp,normal
82920,0,0,0,167,15,tcp,neptune
82921,0,1342,0,10,10,tcp,normal
82922,0,2685,333,1,1,tcp,normal
82923,0,349,310,12,12,tcp,normal
82924,0,1194,327,1,1,tcp,normal
82925,0,0,0,19,17,tcp,neptune
82926,30895,1,0,2,2,tcp,portsweep
82927,0,0,0,249,5,tcp,neptune
82928,4940,146,105,5,1,udp,normal
82929,0,0,0,236,10,tcp,neptune
82930,0,206,704,8,8,tcp,normal
82931,0,208,11541,1,1,tcp,normal
82932,0,0,0,241,3,tcp,neptune
82933,0,0,0,149,1,tcp,neptune
82934,0,0,0,206,6,tcp,neptune
82935,0,0,0,279,11,tcp,neptune
82936,0,0,0,1,3,tcp,normal
82937,0,202,1885,29,55,tcp,normal
82938,0,0,0,283,13,tcp,neptune
82939,0,198,326,2,2,tcp,normal
82940,0,0,0,159,18,tcp,neptune
82941,0,161,17183,1,1,tcp,normal
82942,0,0,0,270,10,tcp,neptune
82943,0,289,1856,11,11,tcp,normal
82944,0,8,0,1,42,icmp,ipsweep
82945,0,0,0,1,1,tcp,portsweep
82946,53,125,9979,1,1,tcp,normal
82947,0,221,2622,4,4,tcp,normal
82948,0,8,0,1,15,icmp,ipsweep
82949,0,0,0,244,24,tcp,neptune
82950,0,44,44,80,160,udp,normal
82951,27,936,2720,1,1,tcp,normal
82952,870,145,105,1,1,udp,normal
82953,0,349,3326,7,7,tcp,normal
82954,0,10,39,1,1,tcp,normal
82955,0,125,0,2,2,udp,normal
82956,0,0,0,263,9,tcp,neptune
82957,0,0,0,511,1,tcp,satan
82958,0,333,261,1,1,tcp,normal
82959,0,316,293,5,5,tcp,normal
82960,0,241,2429,4,4,tcp,normal
82961,0,221,1026,7,7,tcp,normal
82962,0,0,0,238,3,tcp,neptune
82963,0,182,0,3,1,icmp,normal
82964,20963,1,0,2,2,tcp,portsweep
82965,0,8,0,1,45,icmp,ipsweep
82966,0,8,0,1,40,icmp,ipsweep
82967,0,336,809,33,33,tcp,normal
82968,0,0,0,300,20,tcp,neptune
82969,0,46,133,77,155,udp,normal
82970,0,0,0,125,3,tcp,neptune
82971,0,300,581,6,7,tcp,normal
82972,0,0,0,118,14,tcp,neptune
82973,0,243,2787,9,27,tcp,normal
82974,0,516,4,333,333,udp,normal
82975,0,46,132,115,115,udp,normal
82976,0,33,88,2,2,udp,normal
82977,0,0,0,263,22,tcp,neptune
82978,11,1161,281,1,1,tcp,normal
82979,0,0,0,24,4,tcp,neptune
82980,0,43,71,117,117,udp,normal
82981,0,0,0,298,3,tcp,neptune
82982,0,45,111,65,145,udp,normal
82983,0,0,0,110,10,tcp,neptune
82984,0,197,14468,15,16,tcp,normal
82985,0,8,0,1,35,icmp,ipsweep
82986,0,0,0,2,1,tcp,portsweep
82987,0,0,0,2,2,tcp,normal
82988,0,0,0,277,9,tcp,neptune
82989,0,1363,0,20,20,tcp,normal
82990,0,0,0,2,1,tcp,portsweep
82991,0,2249,327,1,1,tcp,normal
82992,0,105,147,9,1,udp,normal
82993,0,0,0,220,7,tcp,neptune
82994,0,1165,325,1,1,tcp,normal
82995,0,8,0,1,41,icmp,ipsweep
82996,21,240,773,1,1,tcp,normal
82997,0,46,119,196,195,udp,normal
82998,11204,6198,12045,1,1,tcp,normal
82999,0,0,0,287,11,tcp,neptune
83000,0,0,0,1,1,tcp,portsweep
83001,0,0,0,256,17,tcp,neptune
83002,0,0,0,298,1,tcp,satan
83003,0,164,21900,1,38,tcp,normal
83004,0,331,1721,6,15,tcp,normal
83005,0,7012,0,6,6,tcp,normal
83006,0,3746,0,1,1,tcp,normal
83007,0,1708,329,1,3,tcp,normal
83008,0,43,126,50,265,udp,normal
83009,0,0,0,277,19,tcp,neptune
83010,0,668,327,1,1,tcp,normal
83011,0,105,145,4,1,udp,normal
83012,0,0,0,286,14,tcp,neptune
83013,0,0,0,2,3,tcp,normal
83014,10438,166,58612,1,1,tcp,normal
83015,0,0,0,511,1,tcp,satan
83016,0,0,0,257,22,tcp,neptune
83017,0,0,0,290,8,tcp,neptune
83018,0,0,0,109,9,tcp,neptune
83019,0,0,0,68,19,tcp,neptune
83020,0,0,0,210,17,tcp,neptune
83021,0,46,134,2,35,udp,normal
83022,0,306,405,5,5,tcp,normal
83023,0,310,1828,8,8,tcp,normal
83024,0,30,0,2,2,icmp,normal
83025,0,0,0,247,5,tcp,neptune
83026,0,335,334,1,1,tcp,normal
83027,0,0,0,130,8,tcp,neptune
83028,0,0,0,487,1,tcp,satan
83029,0,0,0,242,16,tcp,neptune
83030,0,8,0,1,33,icmp,nmap
83031,0,520,0,480,480,icmp,smurf
83032,0,74,17,1,1,tcp,normal
83033,0,45,138,76,156,udp,normal
83034,0,312,3758,6,6,tcp,normal
83035,0,0,0,231,14,tcp,neptune
83036,0,300,1004,13,14,tcp,normal
83037,0,220,3753,10,10,tcp,normal
83038,0,0,0,241,19,tcp,neptune
83039,0,5319,0,9,8,tcp,normal
83040,0,276,0,6,6,tcp,normal
83041,0,219,9617,21,21,tcp,normal
83042,0,205,1067,2,6,tcp,normal
83043,0,0,0,1,1,tcp,normal
83044,0,0,0,181,15,tcp,neptune
83045,0,279,3101,24,27,tcp,normal
83046,0,20,0,1,1,icmp,satan
83047,0,0,0,28,5,tcp,neptune
83048,0,215,0,1,1,udp,nmap
83049,0,0,0,238,6,tcp,neptune
83050,0,286,263,19,19,tcp,normal
83051,0,1,0,14,2,udp,satan
83052,0,230,1765,14,14,tcp,normal
83053,0,304,1985,3,3,tcp,normal
83054,0,202,385,8,8,tcp,normal
83055,0,223,1046,4,9,tcp,normal
83056,0,0,0,245,17,tcp,neptune
83057,0,0,0,30,13,tcp,neptune
83058,0,325,835,19,22,tcp,normal
83059,0,105,0,1,1,udp,normal
83060,0,221,1739,4,4,tcp,normal
83061,0,282,8222,1,26,tcp,normal
83062,0,43,145,201,201,udp,normal
83063,0,42,135,162,162,udp,normal
83064,0,206,471,3,3,tcp,normal
83065,0,289,1492,3,3,tcp,normal
83066,0,768,0,8,8,tcp,normal
83067,0,0,0,150,20,tcp,neptune
83068,0,281,417,6,14,tcp,normal
83069,0,0,0,202,13,tcp,neptune
83070,0,567,0,1,1,tcp,normal
83071,0,270,3889,1,1,tcp,normal
83072,0,0,0,511,1,tcp,satan
83073,0,0,0,126,5,tcp,neptune
83074,0,1032,0,511,511,icmp,smurf
83075,0,305,364,9,9,tcp,normal
83076,0,322,2015,19,19,tcp,normal
83077,2,2194619,0,2,2,tcp,normal
83078,0,43,0,2,2,tcp,normal
83079,0,0,0,265,9,tcp,neptune
83080,0,0,0,132,9,tcp,neptune
83081,0,0,0,102,13,tcp,neptune
83082,0,44,127,64,146,udp,normal
83083,0,309,759,2,10,tcp,normal
83084,0,303,316,7,21,tcp,normal
83085,0,336,8244,5,17,tcp,normal
83086,2,1201,2447,1,1,tcp,warezclient
83087,0,0,0,20,20,tcp,neptune
83088,0,0,0,69,16,tcp,neptune
83089,0,202,2435,10,10,tcp,normal
83090,0,8,0,1,35,icmp,nmap
83091,0,0,0,361,1,tcp,satan
83092,0,207,306,3,15,tcp,normal
83093,0,207,0,2,2,udp,nmap
83094,0,288,511,16,32,tcp,normal
83095,0,636,332,1,1,tcp,normal
83096,0,0,0,367,1,tcp,satan
83097,0,345,2090,4,4,tcp,normal
83098,0,0,0,113,3,tcp,neptune
83099,0,300,1037,13,38,tcp,normal
83100,0,173,4306,2,2,tcp,normal
83101,0,28,0,15,15,udp,teardrop
83102,4,1018,335,1,3,tcp,normal
83103,0,0,0,232,16,tcp,neptune
83104,0,278,376,10,13,tcp,normal
83105,0,0,0,275,4,tcp,neptune
83106,0,220,3432,14,14,tcp,normal
83107,0,222,8502,3,3,tcp,normal
83108,0,321,581,9,12,tcp,normal
83109,0,0,0,179,9,tcp,neptune
83110,0,8,0,1,45,icmp,ipsweep
83111,0,218,1211,8,8,tcp,normal
83112,0,0,0,262,3,tcp,neptune
83113,0,0,0,5,5,tcp,neptune
83114,0,298,1075,7,7,tcp,normal
83115,0,312,3368,12,12,tcp,normal
83116,0,352,337,1,18,tcp,normal
83117,0,0,0,132,20,tcp,neptune
83118,0,763,284,1,1,tcp,normal
83119,0,1032,0,511,511,icmp,smurf
83120,0,245,250,2,13,tcp,normal
83121,0,223,418,7,27,tcp,normal
83122,0,0,0,262,7,tcp,neptune
83123,0,0,0,2,1,tcp,portsweep
83124,6298,147,105,1,1,udp,normal
83125,0,299,392,9,9,tcp,normal
83126,0,243,25728,12,12,tcp,normal
83127,0,291,302,18,36,tcp,normal
83128,0,361,10279,31,31,tcp,normal
83129,0,0,0,1,1,tcp,normal
83130,0,248,1072,32,33,tcp,normal
83131,0,0,0,219,16,tcp,neptune
83132,0,8,0,1,20,icmp,nmap
83133,0,0,0,277,20,tcp,neptune
83134,0,0,0,237,3,tcp,neptune
83135,0,230,3404,12,50,tcp,normal
83136,0,46,133,324,323,udp,normal
83137,1,1981,327,1,1,tcp,normal
83138,0,0,0,280,12,tcp,neptune
83139,0,0,0,1,1,tcp,normal
83140,0,0,0,259,9,tcp,neptune
83141,0,0,0,89,1,tcp,neptune
83142,0,233,370,12,16,tcp,normal
83143,1,924,332,1,3,tcp,normal
83144,0,8,0,1,30,icmp,nmap
83145,0,0,0,73,17,tcp,neptune
83146,0,105,0,2,2,udp,normal
83147,0,8,0,1,6,icmp,ipsweep
83148,0,0,0,289,17,tcp,neptune
83149,0,28,0,115,15,udp,teardrop
83150,0,46,134,318,317,udp,normal
83151,0,0,0,235,20,tcp,neptune
83152,0,0,0,218,5,tcp,neptune
83153,0,0,0,137,7,tcp,neptune
83154,0,54540,8314,2,2,tcp,back
83155,0,225,1384,2,5,tcp,normal
83156,6,42,42,4,8,udp,normal
83157,0,0,0,149,19,tcp,neptune
83158,0,0,0,1,1,tcp,normal
83159,0,105,146,5,1,udp,normal
83160,0,0,0,230,2,tcp,neptune
83161,0,8325,0,9,9,tcp,normal
83162,0,243,389,15,15,tcp,normal
83163,0,288,4061,7,7,tcp,normal
83164,0,0,0,87,16,tcp,neptune
83165,0,234,3222,2,3,tcp,normal
83166,0,0,0,2,4,tcp,normal
83167,0,0,0,148,5,tcp,neptune
83168,0,28,0,73,73,udp,teardrop
83169,0,0,0,108,15,tcp,neptune
83170,0,1,0,26,9,udp,satan
83171,0,1696,808,1,1,tcp,normal
83172,0,0,0,98,24,tcp,neptune
83173,0,44,110,1,1,udp,normal
83174,0,285,1479,1,2,tcp,normal
83175,0,241,5840,7,7,tcp,normal
83176,0,290,28271,1,7,tcp,normal
83177,0,0,0,176,1,tcp,neptune
83178,0,281,1660,10,10,tcp,normal
83179,0,11,0,2,2,tcp,normal
83180,0,35,130,1,1,tcp,normal
83181,0,238,441,2,2,tcp,normal
83182,0,328,2343,17,17,tcp,normal
83183,0,0,0,111,11,tcp,neptune
83184,0,290,6291,8,8,tcp,normal
83185,0,0,0,8,2,tcp,neptune
83186,0,240,8185,2,8,tcp,normal
83187,0,0,0,110,6,tcp,neptune
83188,0,0,0,92,2,tcp,neptune
83189,5,999,332,1,1,tcp,normal
83190,0,374,1520,1,42,tcp,normal
83191,0,189,1613,10,24,tcp,normal
83192,0,0,0,286,2,tcp,neptune
83193,0,327,2402,12,12,tcp,normal
83194,0,242,1953,3,3,tcp,normal
83195,0,45,131,196,195,udp,normal
83196,0,28,0,66,65,udp,teardrop
83197,2726,147,105,1,1,udp,normal
83198,0,0,0,510,1,tcp,satan
83199,0,0,0,2,2,tcp,normal
83200,0,0,0,259,17,tcp,neptune
83201,94,230,27078,1,1,tcp,normal
83202,0,0,0,162,20,tcp,neptune
83203,0,210,181,7,26,tcp,normal
83204,0,520,0,371,371,icmp,smurf
83205,0,0,0,222,2,tcp,neptune
83206,0,289,2217,7,12,tcp,normal
83207,0,199,1286,40,40,tcp,normal
83208,0,212,28541,5,5,tcp,normal
83209,0,18,0,1,1,icmp,ipsweep
83210,0,45,131,178,258,udp,normal
83211,0,0,0,228,11,tcp,neptune
83212,0,0,0,1,1,tcp,normal
83213,0,44,44,173,173,udp,normal
83214,0,309,284,6,6,tcp,normal
83215,26,282,903,1,1,tcp,normal
83216,0,223,358,12,12,tcp,normal
83217,0,308,1159,17,17,tcp,normal
83218,0,319,9195,8,8,tcp,normal
83219,0,37,86,2,2,udp,normal
83220,0,0,0,40,20,tcp,neptune
83221,0,8,0,4,4,icmp,ipsweep
83222,0,0,0,104,4,tcp,neptune
83223,0,0,0,76,1,tcp,satan
83224,0,1230,493,1,1,tcp,normal
83225,0,0,0,509,1,tcp,satan
83226,0,0,0,214,13,tcp,neptune
83227,0,361,240,3,3,tcp,normal
83228,0,0,0,105,5,tcp,neptune
83229,0,0,0,227,12,tcp,neptune
83230,0,960,0,2,2,tcp,normal
83231,0,0,0,1,1,tcp,ipsweep
83232,0,181,0,2,1,icmp,normal
83233,0,919,14772,1,10,tcp,normal
83234,0,0,0,281,20,tcp,neptune
83235,0,257,8708,1,36,tcp,normal
83236,0,247,2073,18,18,tcp,normal
83237,0,189,965,8,8,tcp,normal
83238,202,459,7933,1,1,tcp,normal
83239,0,220,655,29,30,tcp,normal
83240,0,0,0,1,2,tcp,normal
83241,2,2194619,0,3,2,tcp,normal
83242,0,0,0,144,18,tcp,neptune
83243,0,12,0,2,2,tcp,normal
83244,0,8173,0,15,15,tcp,normal
83245,0,0,0,11,3,tcp,neptune
83246,0,0,0,103,18,tcp,neptune
83247,0,251,1007,1,7,tcp,normal
83248,0,0,0,79,16,tcp,neptune
83249,0,0,0,104,22,tcp,neptune
83250,0,190,622,29,47,tcp,normal
83251,0,0,0,1,2,tcp,normal
83252,0,227,1197,1,3,tcp,normal
83253,0,44,80,237,237,udp,normal
83254,0,297,675,3,3,tcp,normal
83255,0,0,0,36,10,tcp,neptune
83256,0,325,278,3,3,tcp,normal
83257,0,299,3228,4,6,tcp,normal
83258,0,0,0,208,16,tcp,neptune
83259,0,0,0,8,8,tcp,neptune
83260,0,0,0,83,5,tcp,neptune
83261,0,192,395,2,2,tcp,normal
83262,0,0,0,208,1,tcp,neptune
83263,0,338,283,2,2,tcp,normal
83264,0,0,0,288,5,tcp,neptune
83265,0,0,0,66,15,tcp,neptune
83266,0,0,0,119,6,tcp,neptune
83267,0,0,0,135,20,tcp,neptune
83268,1072,147,105,4,2,udp,normal
83269,0,283,1393,8,10,tcp,normal
83270,0,1032,0,389,389,icmp,smurf
83271,0,232,9743,1,1,tcp,normal
83272,0,0,0,1,1,tcp,normal
83273,0,0,0,296,24,tcp,neptune
83274,0,287,868,18,24,tcp,normal
83275,0,303,784,5,5,tcp,normal
83276,0,303,1037,3,3,tcp,normal
83277,0,239,2020,7,7,tcp,normal
83278,2365,147,105,5,1,udp,normal
